epoch,loss,mse,mse_high_npv,mse_low_npv,npv_mse_corr,val_loss
5,1.5322661399841309,7.134453,9.188601,3.0258784,0.2756617069822845,1.5295149087905884
6,1.5316931009292603,7.0342894,9.066073,2.9704494,0.2748744662185217,1.535793662071228
7,1.5317341089248657,7.207727,9.283248,3.056404,0.27950159371170574,1.5344430208206177
8,1.5320149660110474,7.169301,9.231655,3.0443168,0.2763470975095345,1.5383358001708984
9,1.5322288274765015,7.1392593,9.195457,3.0265908,0.27743194240945684,1.5309406518936157
0,1.531692385673523,7.2043824,9.278817,3.0552356,0.2790061350565892,1.5349007844924927
1,1.531630516052246,7.258707,9.349453,3.0769355,0.28015469046769553,1.5380237102508545
2,1.5312901735305786,7.1258826,9.183219,3.0109367,0.27770371639042135,1.5333352088928223
3,1.5297702550888062,7.142952,9.2044115,3.0197563,0.27740063530144016,1.530758023262024
4,1.5308657884597778,7.118987,9.167682,3.0213234,0.2764794302522793,1.523657202720642
5,1.5300652980804443,7.2483444,9.338291,3.0681734,0.2807564277980246,1.529921531677246
6,1.5314522981643677,7.150858,9.206994,3.0383103,0.2771089370518198,1.5257432460784912
7,1.5297306776046753,7.1112666,9.157071,3.019388,0.2762494002560585,1.5292397737503052
8,1.5295811891555786,7.250861,9.343455,3.0653892,0.28139855681086895,1.533963680267334
9,1.530255913734436,7.0286613,9.056247,2.97322,0.27413624640764844,1.5371825695037842
0,1.5292929410934448,7.1630573,9.229806,3.0292833,0.27781599433061066,1.5361911058425903
1,1.5297845602035522,7.0403934,9.075912,2.9690855,0.27553603116550096,1.5285696983337402
2,1.529226541519165,7.123017,9.178069,3.0126383,0.27759956719477646,1.5304628610610962
3,1.5288118124008179,7.100005,9.152505,2.9947326,0.27816669364238655,1.5296375751495361
4,1.528895616531372,7.023222,9.0520525,2.965292,0.27605060023336975,1.5277607440948486
5,1.529184103012085,7.0766063,9.119062,2.9914212,0.27752830291287167,1.5288071632385254
6,1.5286457538604736,7.078604,9.122421,2.9906986,0.2783213290812253,1.5287950038909912
7,1.528016209602356,7.06376,9.102953,2.9851012,0.27834172344125796,1.5259188413619995
8,1.528111457824707,7.100924,9.1548815,2.9927332,0.28010749947366403,1.525059461593628
9,1.527624249458313,7.0882893,9.138602,2.9873884,0.28114694416810593,1.542251467704773
0,1.527849793434143,7.1041627,9.168777,2.9746597,0.2855982553571203,1.5287543535232544
1,1.5263651609420776,7.0148315,9.052808,2.9386096,0.2864977232598345,1.5247820615768433
2,1.5262590646743774,6.910282,8.926224,2.8781326,0.28920036421773543,1.5362170934677124
3,1.5253702402114868,6.909274,8.9193535,2.8888443,0.29125429096358796,1.5232230424880981
4,1.5237431526184082,6.896256,8.9135895,2.861324,0.2932023071314757,1.52286696434021
5,1.5231469869613647,6.9438977,8.969291,2.892842,0.29416485827190336,1.5282052755355835
6,1.5226906538009644,6.953051,8.987536,2.8838084,0.29784138096709917,1.5257575511932373
7,1.5232834815979004,6.904691,8.925022,2.8637593,0.29762643808663364,1.5209320783615112
8,1.5209225416183472,6.770995,8.747328,2.8180664,0.29356043027870593,1.5206935405731201
9,1.522218942642212,6.8570733,8.861923,2.847103,0.2968039991156251,1.5205882787704468
0,1.5202878713607788,6.790464,8.7761,2.8189275,0.29536904742702347,1.5260101556777954
1,1.5211353302001953,6.7955155,8.788391,2.8094978,0.29477807243667736,1.5168298482894897
2,1.5180906057357788,6.6996684,8.65452,2.789705,0.2853297389136611,1.5184382200241089
3,1.5155035257339478,6.7134395,8.665256,2.8095443,0.2806022291743253,1.5188226699829102
4,1.5142239332199097,6.6525574,8.591849,2.7737148,0.27647065578956315,1.5114398002624512
5,1.513991117477417,6.6776834,8.618608,2.7955747,0.27366201728768613,1.5138764381408691
6,1.5120385885238647,6.6577363,8.593451,2.7860491,0.2715753628477297,1.5124444961547852
7,1.510120153427124,6.591272,8.513484,2.7465909,0.2718073863184381,1.5183417797088623
8,1.5114470720291138,6.6733966,8.616418,2.787096,0.2709685173647502,1.5157803297042847
9,1.508668303489685,6.668181,8.601611,2.8010666,0.27016604357536206,1.5053802728652954
0,1.5095081329345703,6.672483,8.606183,2.8048239,0.27180925620782753,1.5095045566558838
1,1.5085184574127197,6.5856977,8.502079,2.7526796,0.2698815953462945,1.5065295696258545
2,1.5073953866958618,6.6374993,8.571455,2.7693295,0.27246646702868643,1.5073047876358032
3,1.5078318119049072,6.6507664,8.589194,2.773654,0.270669597026471,1.5069807767868042
4,1.5074015855789185,6.645983,8.577757,2.7821772,0.2713470323007984,1.5115474462509155
5,1.5060619115829468,6.6635904,8.604048,2.782416,0.27243343875995096,1.504037618637085
6,1.506489634513855,6.6112146,8.530764,2.7718613,0.2694198267296451,1.5020520687103271
7,1.5047943592071533,6.825826,8.806427,2.8643627,0.2778879215485421,1.5244587659835815
8,1.5040781497955322,6.6090083,8.527614,2.7715397,0.27073633313468637,1.5058743953704834
9,1.5038472414016724,6.6513906,8.586715,2.7804844,0.27350699340596246,1.5011423826217651
0,1.5032331943511963,6.5922256,8.515691,2.745035,0.2720101222439581,1.5037662982940674
1,1.5014734268188477,6.5155053,8.410507,2.7252493,0.269620766294926,1.4959440231323242
2,1.4952269792556763,6.502166,8.392278,2.7216916,0.2686454576237449,1.4943565130233765
3,1.4909288883209229,6.554754,8.460452,2.7431006,0.2708149269444402,1.492608904838562
4,1.4910012483596802,6.5714803,8.480069,2.7540493,0.274057918035571,1.4955233335494995
5,1.4897462129592896,6.550117,8.455228,2.7396405,0.27304418436893524,1.4871842861175537
6,1.4872965812683105,6.435172,8.306077,2.6931117,0.26970946017256725,1.4881086349487305
7,1.4876086711883545,6.555025,8.459889,2.7450426,0.27598804550815326,1.4874085187911987
8,1.4854228496551514,6.457983,8.336389,2.7009242,0.2735061513023901,1.4798743724822998
9,1.4840186834335327,6.483909,8.373147,2.7051835,0.2756661234224009,1.4831888675689697
0,1.482243537902832,6.4117827,8.274164,2.6867712,0.27048831722396127,1.4854155778884888
1,1.482925534248352,6.467551,8.34936,2.7036843,0.27361441684687043,1.4792606830596924
2,1.4810798168182373,6.4480324,8.327129,2.689592,0.2745125559185528,1.4848726987838745
3,1.4815410375595093,6.413242,8.277521,2.684435,0.27393968337830793,1.4831923246383667
4,1.4791396856307983,6.4443626,8.319644,2.69355,0.27506861563645396,1.4822356700897217
5,1.4800747632980347,6.4352508,8.301163,2.7031755,0.2726426302710208,1.473646879196167
6,1.479522466659546,6.410521,8.27242,2.6864748,0.27248913648569717,1.4858977794647217
7,1.4784044027328491,6.3941274,8.25076,2.6806135,0.2715229362836521,1.475439190864563
8,1.4779949188232422,6.338688,8.184672,2.6464732,0.27088792244160703,1.4785147905349731
9,1.4775456190109253,6.5485287,8.448269,2.7487962,0.2777825199836773,1.485372543334961
0,1.476676106452942,6.4468346,8.315312,2.709631,0.27425028408165253,1.4836406707763672
1,1.47589910030365,6.37379,8.22869,2.6637416,0.2735294897929943,1.4791655540466309
2,1.4772647619247437,6.4836154,8.369191,2.7122138,0.2770077523036199,1.4734275341033936
3,1.4766361713409424,6.4900565,8.37549,2.7189362,0.2773706370938763,1.4764271974563599
4,1.474377989768982,6.4165606,8.285838,2.6777582,0.2744654499500529,1.4723190069198608
5,1.4763586521148682,6.4545174,8.333639,2.6960258,0.2762771810193402,1.4713633060455322
6,1.474071979522705,6.4477553,8.323617,2.6957798,0.2774571166450868,1.4799292087554932
7,1.4746900796890259,6.360058,8.2070055,2.665916,0.27350668228340547,1.4737565517425537
8,1.4743192195892334,6.487153,8.374206,2.7127957,0.2796833476266884,1.4732136726379395
9,1.4746679067611694,6.4727716,8.352971,2.712123,0.27715438165027895,1.478834629058838
0,1.4744924306869507,6.419971,8.286335,2.6869924,0.27819208363164766,1.473372459411621
1,1.4734190702438354,6.416311,8.282059,2.6845658,0.2762591368859201,1.4701581001281738
2,1.473158836364746,6.4331474,8.302747,2.693699,0.27853002176063607,1.4767646789550781
3,1.4730030298233032,6.4852343,8.373828,2.707795,0.2795069665966037,1.4720076322555542
4,1.4732609987258911,6.443287,8.314474,2.7006638,0.27876260162612543,1.4706681966781616
5,1.4717506170272827,6.358407,8.209431,2.656112,0.2755944004619712,1.4710633754730225
6,1.4724253416061401,6.3599057,8.21392,2.6516292,0.2765230912582218,1.4704269170761108
7,1.4729247093200684,6.453495,8.328886,2.7024584,0.2802823716563615,1.4748483896255493
8,1.4719862937927246,6.4132338,8.272403,2.6946468,0.27525047484405396,1.477858066558838
9,1.472151517868042,6.3226075,8.161557,2.6444633,0.2750096858326077,1.4786068201065063
0,1.4716389179229736,6.413194,8.278672,2.6819882,0.27876777685426873,1.468144416809082
1,1.471601963043213,6.4026103,8.267234,2.6731136,0.27902739583655345,1.4744395017623901
2,1.4709715843200684,6.4549937,8.332056,2.7006192,0.2811020966773775,1.468642234802246
3,1.4712706804275513,6.3891764,8.248885,2.6695096,0.28023578797121296,1.4702017307281494
4,1.471011757850647,6.3562517,8.201689,2.6651306,0.2793063978847052,1.466968297958374
5,1.4703233242034912,6.3871346,8.233104,2.6949484,0.27761076323392575,1.4736260175704956
6,1.4705744981765747,6.3409033,8.187368,2.6477277,0.27711072948410237,1.4690889120101929
7,1.470693826675415,6.470253,8.349823,2.7108657,0.2829865657240585,1.469421148300171
8,1.4697861671447754,6.4601974,8.337195,2.7059515,0.2827614998197461,1.4743177890777588
9,1.4705312252044678,6.3187313,8.161065,2.633819,0.2779749557898986,1.4775819778442383
0,1.4697685241699219,6.326614,8.1644945,2.6506066,0.27990927022918105,1.46430504322052
1,1.4691784381866455,6.443415,8.317175,2.6956463,0.28256610344117816,1.467024803161621
2,1.4688931703567505,6.3160033,8.151169,2.645425,0.27991930228702655,1.4763599634170532
3,1.470265507698059,6.4144716,8.278862,2.685443,0.28281653284585095,1.470282793045044
4,1.4684725999832153,6.369027,8.224084,2.6586652,0.282222361411805,1.4657366275787354
5,1.4686821699142456,6.3940206,8.253572,2.6746686,0.2823336934034909,1.4681553840637207
6,1.4686051607131958,6.3759084,8.231318,2.6648395,0.28393308161027725,1.4770065546035767
7,1.4684675931930542,6.3094077,8.149441,2.6290963,0.2813400398579686,1.4687267541885376
8,1.4685417413711548,6.3650565,8.219542,2.6558392,0.2846121887861593,1.4714112281799316
9,1.4687678813934326,6.3939037,8.258732,2.664,0.2850665138042648,1.4730216264724731
0,1.4685499668121338,6.344833,8.1875105,2.659231,0.2817580366417142,1.46451997756958
1,1.4678993225097656,6.3361545,8.17374,2.6607373,0.2815510949555019,1.4631295204162598
2,1.4669486284255981,6.35919,8.212328,2.652664,0.28384205832171977,1.4600036144256592
3,1.4669407606124878,6.3721623,8.228746,2.6587515,0.2851623058408847,1.471057653427124
4,1.4677419662475586,6.295214,8.126136,2.6331291,0.2818718755098579,1.472335696220398
5,1.4671435356140137,6.3851633,8.246871,2.6614988,0.28437330535419536,1.4660956859588623
6,1.4669305086135864,6.335615,8.179842,2.6469147,0.2825551677950883,1.4650822877883911
7,1.4671820402145386,6.379033,8.238026,2.6608005,0.2851993935247105,1.4713213443756104
8,1.467475175857544,6.2808614,8.106985,2.6283705,0.28116210945307124,1.474130630493164
9,1.4676238298416138,6.2996097,8.137701,2.623181,0.2822293669357319,1.4673575162887573
0,1.4665619134902954,6.425157,8.298716,2.6777925,0.2872998612873567,1.4658920764923096
1,1.4659868478775024,6.388842,8.247567,2.671147,0.2854955192368343,1.4721834659576416
2,1.4670158624649048,6.3278375,8.173882,2.6355019,0.2838531906505932,1.467233657836914
3,1.4663769006729126,6.4699116,8.353245,2.7029965,0.28814702526586533,1.4714829921722412
4,1.4657654762268066,6.328541,8.171353,2.642666,0.28361135369452917,1.4660606384277344
5,1.4668384790420532,6.4417043,8.325378,2.6741033,0.29035973277533905,1.472699761390686
6,1.4650859832763672,6.3657465,8.220016,2.6569614,0.2860382686491221,1.4678109884262085
7,1.4662305116653442,6.3113866,8.14831,2.6372962,0.28389969118555697,1.4663684368133545
8,1.4658173322677612,6.3603663,8.209177,2.6624985,0.2852614682744176,1.4608426094055176
9,1.46616792678833,6.348317,8.199655,2.6453965,0.2851928013436751,1.4643484354019165
0,1.4648284912109375,6.391108,8.251514,2.6700473,0.28800190542656395,1.4668192863464355
1,1.4656529426574707,6.4560657,8.3407755,2.6863935,0.2899888785086722,1.4778485298156738
2,1.465168833732605,6.331706,8.179418,2.6360378,0.28536736313782946,1.4682319164276123
3,1.46535062789917,6.290027,8.120936,2.6279662,0.28355920168957444,1.4608584642410278
4,1.464897871017456,6.32827,8.175262,2.6340373,0.28591655848411374,1.4610893726348877
5,1.4645609855651855,6.331434,8.176903,2.6402514,0.2847074112931821,1.4724247455596924
6,1.4651257991790771,6.2664013,8.089595,2.61977,0.28230267664350794,1.4670116901397705
7,1.4648044109344482,6.321655,8.161995,2.640731,0.283851752056286,1.4721717834472656
8,1.4652692079544067,6.405796,8.273571,2.669998,0.2868553614624984,1.4717916250228882
9,1.4637541770935059,6.3227706,8.158573,2.6509202,0.28365360210731666,1.4613540172576904
0,1.4645625352859497,6.3524323,8.204691,2.647668,0.2851945789049114,1.4617513418197632
1,1.463815450668335,6.4342284,8.311883,2.678668,0.29052863463048584,1.471377968788147
2,1.46373450756073,6.2668824,8.087419,2.6255655,0.28210581877900415,1.4623337984085083
3,1.4644558429718018,6.294994,8.129022,2.6266932,0.2838537493842746,1.4594645500183105
4,1.463754653930664,6.282188,8.109209,2.6279013,0.28364876790751314,1.4712555408477783
5,1.463417410850525,6.311282,8.148708,2.6361837,0.2848572469676154,1.4613393545150757
6,1.4642648696899414,6.2410364,8.058463,2.6059415,0.2837343657333263,1.4703688621520996
7,1.4641274213790894,6.3176284,8.155252,2.6421363,0.28565708728612216,1.464221715927124
8,1.4631049633026123,6.3540382,8.203539,2.6547904,0.2861683484809816,1.4672218561172485
9,1.4623680114746094,6.379856,8.235381,2.6685567,0.28848942561234125,1.4633712768554688
0,1.463868260383606,6.247702,8.065311,2.612241,0.28403151973072915,1.4681508541107178
1,1.462577223777771,6.328963,8.174065,2.6385136,0.28796265363972967,1.4633097648620605
2,1.4627342224121094,6.349574,8.200507,2.647461,0.28773211033092155,1.4649208784103394
3,1.4630329608917236,6.3202395,8.160546,2.6393805,0.28687698830756236,1.458989143371582
4,1.4617314338684082,6.273391,8.105181,2.6095662,0.2866733865323131,1.4620158672332764
5,1.4637202024459839,6.2820024,8.106547,2.632669,0.2856971171147309,1.4640767574310303
6,1.462484359741211,6.306157,8.141434,2.635357,0.28627735974030855,1.4624053239822388
7,1.4630084037780762,6.4353266,8.302254,2.7012236,0.2901191393444713,1.4627074003219604
8,1.461860179901123,6.2750826,8.100993,2.6230164,0.2858976857168344,1.4627294540405273
9,1.462188482284546,6.435356,8.305086,2.6956475,0.29151633880913924,1.4682104587554932
0,1.4620461463928223,6.329804,8.175212,2.6387424,0.2886202220331622,1.4608759880065918
1,1.461447834968567,6.248449,8.064396,2.61631,0.28369188130946704,1.457281231880188
2,1.4619468450546265,6.3255944,8.167726,2.6410878,0.28675524918429046,1.4605036973953247
3,1.462357521057129,6.319709,8.170796,2.6172874,0.28954328625983544,1.4650440216064453
4,1.4607239961624146,6.3084745,8.151368,2.622441,0.2886273081201763,1.46009361743927
5,1.4616994857788086,6.282069,8.108725,2.6285145,0.2858160602286339,1.463889241218567
6,1.4612826108932495,6.32831,8.171866,2.6409545,0.2891798140065682,1.4587907791137695
7,1.4611893892288208,6.310838,8.14344,2.6453881,0.28796387964258124,1.460431694984436
8,1.4609180688858032,6.330277,8.172707,2.6451719,0.28850418258406796,1.4648797512054443
9,1.4608255624771118,6.252484,8.073915,2.6093829,0.28578690486486363,1.465560793876648
0,1.4617834091186523,6.3195367,8.16234,2.633682,0.2887186693341051,1.4617576599121094
1,1.4606620073318481,6.2984347,8.129217,2.6366258,0.28785022511514746,1.4545177221298218
2,1.4601675271987915,6.274605,8.099517,2.6245377,0.2876380203033403,1.460499882698059
3,1.4616621732711792,6.252359,8.069408,2.618016,0.2869731870252189,1.4675288200378418
4,1.460328221321106,6.382084,8.247667,2.6506672,0.29145605007354375,1.4601919651031494
5,1.4605306386947632,6.2318454,8.044365,2.6065655,0.2859928172000644,1.4545824527740479
6,1.4597399234771729,6.333771,8.180429,2.6402047,0.2902907961470855,1.4665749073028564
7,1.4605668783187866,6.3667707,8.222365,2.6553376,0.2914543831936424,1.4645689725875854
8,1.460140585899353,6.2310643,8.049887,2.5931754,0.28714871449468066,1.4612716436386108
9,1.458897352218628,6.195841,8.002072,2.5831378,0.2855468150118958,1.453792929649353
